ID,satisfaction_level,last_evaluation_rating,projects_worked_on,average_monthly_hours,time_spend_company,Work_accident,promotion_last_5years,Department,salary,Attrition
517,4.1,4.7,3,141,3,0,0,marketing,medium,1
518,8.3,9.9,5,233,5,0,0,accounting,medium,1
519,4.4,5.4,3,137,3,0,0,management,medium,1
520,1,8.4,7,303,5,0,0,marketing,medium,1
521,4.2,4.6,3,151,3,0,0,marketing,medium,1
522,1,8.3,7,310,4,0,0,marketing,medium,1
523,3.1,7.7,5,159,3,0,0,sales,medium,1
524,4.2,5.4,3,169,3,0,0,sales,medium,1
525,3.8,5,3,162,3,0,0,sales,high,1
526,3.9,5.7,3,168,3,0,0,sales,low,1
527,1.1,9.3,7,304,4,0,0,sales,medium,1
528,1,9.2,8,279,4,0,0,sales,medium,1
529,1.1,9,8,257,4,0,0,sales,medium,1
530,4.4,6.5,4,281,4,0,0,sales,low,1
531,9.1,9.6,5,242,5,0,0,sales,low,1
532,7.2,10,5,255,5,0,0,sales,low,1
533,7.8,9.3,6,235,5,0,0,sales,low,1
534,3.9,4.6,3,166,3,0,0,sales,low,1
535,7.8,8.1,4,232,2,0,0,sales,low,1
536,1,9.2,7,253,4,1,0,sales,low,1
537,2.3,9.9,5,214,4,1,0,accounting,low,1
538,1.1,8.7,7,311,4,0,0,accounting,low,1
539,9,8.3,6,269,5,0,0,accounting,low,1
540,9.1,8.9,5,257,5,0,0,hr,low,1
541,1.1,7.9,8,305,4,0,0,hr,low,1
542,4.3,5.4,3,160,3,0,0,hr,low,1
543,4.5,4.9,3,161,3,0,0,hr,low,1
544,1.1,9.1,6,301,4,0,0,technical,low,1
545,1.1,9.3,7,263,4,1,0,technical,low,1
546,9.1,9.7,5,261,6,0,0,technical,low,1
547,8.5,8.2,6,274,6,0,0,technical,medium,1
548,1,7.7,7,320,4,0,0,technical,medium,1
549,8.1,9.5,6,276,5,0,0,technical,medium,1
550,3.6,6.2,5,247,2,0,0,technical,medium,1
551,4.5,5.4,3,148,3,0,0,technical,medium,1
552,8.6,10,6,237,5,0,0,technical,medium,1
553,1.1,9.7,8,320,4,0,0,support,medium,1
554,8.4,9.3,6,246,5,0,0,support,medium,1
555,0.9,9.7,8,298,4,0,0,support,medium,1
556,1.5,5.5,7,149,4,0,0,support,high,1
557,1,9.2,8,263,4,1,0,support,low,1
558,8.4,9.7,6,261,5,0,0,support,medium,1
559,8.9,7.9,4,159,2,0,0,support,medium,1
560,1.1,9.3,8,294,4,0,0,technical,low,1
561,7.4,9.3,6,254,5,0,0,technical,low,1
562,4.1,5,3,138,3,0,0,management,low,1
563,4.4,5.3,3,164,3,0,0,IT,low,1
564,1,9.3,7,279,4,0,0,IT,low,1
565,7,7.4,7,146,3,0,0,IT,low,1
566,5.9,10,3,170,5,0,0,product_mng,low,1
567,3.8,5.3,3,148,3,0,0,product_mng,low,1
568,7.3,10,6,284,5,0,0,product_mng,low,1
569,8.9,8.2,6,234,6,0,0,RandD,low,1
570,4.3,5.6,3,143,3,0,0,RandD,low,1
571,8.1,9,6,248,6,0,0,marketing,low,1
572,3.7,5.3,3,136,3,0,0,sales,low,1
573,3.6,5.6,3,148,3,0,0,accounting,medium,1
574,1.1,8.5,7,309,4,0,0,support,medium,1
575,1,8.5,7,264,4,0,0,technical,medium,1
576,6.6,4.7,8,166,2,0,0,management,medium,1
577,3.9,4.7,3,162,3,0,0,marketing,medium,1
578,4.4,5.1,3,156,3,0,0,marketing,medium,1
579,7.9,9.4,6,237,6,0,0,sales,medium,1
580,1,8.1,7,311,4,1,0,sales,medium,1
581,5.4,9.4,7,304,3,0,0,sales,medium,1
582,3.7,5.7,3,138,3,0,0,sales,medium,1
583,8.2,8.9,6,227,5,0,0,sales,high,1
584,4.5,5.2,3,170,3,0,0,sales,low,1
585,7.9,9,6,273,5,0,0,sales,medium,1
586,1,8.5,7,283,4,0,0,sales,medium,1
587,1.1,7.8,7,313,4,0,0,sales,medium,1
588,7.4,10,5,263,5,0,0,sales,low,1
589,4.3,4.8,3,154,3,0,0,sales,low,1
590,1,9.4,7,270,4,0,0,sales,low,1
591,4.1,4.6,3,138,3,0,0,accounting,low,1
592,4.2,5.6,3,138,3,0,0,accounting,low,1
593,7.4,8.8,5,258,6,0,0,accounting,low,1
594,3.8,5.7,3,162,3,1,0,hr,low,1
595,8.7,9.4,5,270,5,0,0,hr,low,1
596,1,9,6,273,4,0,0,hr,low,1
597,1.4,7.3,8,292,5,0,0,technical,low,1
598,1.1,9.4,7,287,5,0,0,technical,low,1
599,9.1,9.4,6,267,5,0,0,technical,low,1
600,3.8,4.7,3,153,3,0,0,technical,low,1
601,3.8,8.8,4,164,4,0,0,technical,medium,1
602,8.9,10,6,263,5,0,0,technical,medium,1
603,3.7,5.1,3,138,3,0,0,technical,medium,1
604,7.8,8.7,6,266,5,0,0,support,medium,1
605,4.1,5.1,3,137,3,0,0,support,medium,1
606,1.1,8.3,7,305,4,0,0,support,medium,1
607,1.1,7.9,7,291,4,0,0,support,medium,1
608,4.3,5.7,3,141,3,1,0,support,medium,1
609,7.4,9.9,5,286,5,0,0,support,low,1
610,8.5,8.5,6,277,5,0,0,support,medium,1
611,7.3,9.2,6,276,5,0,0,support,medium,1
612,4.4,5.6,3,144,3,0,0,technical,medium,1
613,3,5.6,4,319,4,1,0,technical,low,1
614,1.1,7.7,8,283,4,0,0,management,low,1
615,8.4,8.3,6,248,5,0,0,IT,low,1
616,4.3,5.3,3,155,3,0,0,IT,low,1
617,3.6,5.5,3,162,3,0,0,IT,low,1
618,4.5,4.6,3,152,3,0,0,product_mng,low,1
619,7.6,9.3,6,248,5,0,0,product_mng,low,1
620,1,7.8,8,296,4,0,0,product_mng,low,1
621,9.2,10,6,269,5,0,0,IT,low,1
622,9.2,9,6,258,5,0,0,sales,low,1
623,7.9,9.8,5,281,5,0,0,sales,low,1
624,4.3,5.1,3,150,3,0,0,sales,low,1
625,8.9,8.7,6,285,6,0,0,marketing,low,1
626,4.8,8.8,4,249,3,0,0,sales,low,1
627,1.1,8.2,7,314,4,1,0,accounting,low,1
628,3.8,5.5,3,155,3,0,0,support,low,1
629,1.1,8.5,7,269,4,0,0,technical,medium,1
630,3.7,4.5,3,170,3,0,0,marketing,medium,1
631,4,4.8,3,148,3,0,0,marketing,medium,1
632,4.4,5,3,166,3,0,0,sales,medium,1
633,1.1,8,8,253,4,0,0,sales,medium,1
634,7.7,9.1,6,271,6,0,0,sales,medium,1
635,8.3,8.2,5,253,5,0,0,sales,medium,1
636,4.2,5.2,3,161,3,0,0,sales,medium,1
637,1,9.1,7,295,4,0,0,sales,medium,1
638,4.4,4.9,3,140,3,0,0,sales,medium,1
639,1,9.5,8,311,4,0,0,sales,low,1
640,1,8.9,7,256,4,0,0,sales,low,1
641,1.1,8.9,7,311,4,0,0,accounting,low,1
642,8.1,10,6,245,5,0,0,accounting,low,1
643,8.7,10,6,284,5,0,0,hr,low,1
644,3.7,4.6,3,141,3,0,0,hr,low,1
645,6.1,8.6,5,206,4,0,0,hr,low,1
646,1.1,9.5,7,295,4,0,0,technical,low,1
647,0.9,9,8,299,5,0,0,technical,low,1
648,3.6,5.2,3,167,3,0,0,technical,low,1
649,0.9,9.4,7,318,4,0,0,technical,low,1
650,4,4.6,3,141,3,0,0,technical,low,1
651,1,9.1,7,272,5,1,0,technical,low,1
652,4.6,5.3,3,153,3,1,0,technical,low,1
653,1,9.4,8,291,4,0,0,technical,medium,1
654,4.1,4.5,3,160,3,0,0,support,medium,1
655,3.7,5.1,3,150,3,0,0,support,medium,1
656,3.8,5,3,160,3,1,0,support,medium,1
657,8,6.3,6,190,5,0,0,support,medium,1
658,8.5,9.2,5,285,5,0,0,support,medium,1
659,4.1,4.8,3,140,3,0,0,support,high,1
660,3.8,4.6,3,157,3,0,0,support,low,1
661,3.7,4.7,3,160,3,0,0,technical,medium,1
662,1,8.1,7,314,4,0,0,management,medium,1
663,3.6,5.4,3,146,3,0,0,IT,low,1
664,9.2,9.4,6,317,5,0,0,IT,low,1
665,1.1,8.7,6,313,4,0,0,IT,low,1
666,1.1,9.5,7,281,4,0,0,IT,low,1
667,4.5,4.5,3,150,3,0,0,product_mng,low,1
668,4.4,5.5,3,140,3,1,0,product_mng,low,1
669,4.3,5.2,3,149,3,0,0,product_mng,low,1
670,7.5,8.6,6,270,5,0,0,IT,low,1
671,1.1,5.5,3,147,3,1,0,RandD,low,1
672,3.6,5,3,168,3,0,0,RandD,low,1
673,1,7.9,7,259,4,0,0,RandD,low,1
674,4,4.6,3,154,3,0,0,RandD,low,1
675,0.9,7.7,7,254,4,0,0,marketing,low,1
676,4.5,5.7,3,161,3,0,0,accounting,low,1
677,8.4,8.8,5,279,5,0,0,support,low,1
678,3.8,4.5,3,137,3,0,0,technical,low,1
679,3.8,4.6,3,154,3,0,0,management,low,1
680,3.8,5.4,3,167,3,0,0,marketing,medium,1
681,8.6,9.4,6,234,5,0,0,marketing,medium,1
682,3.7,5,3,141,3,0,0,sales,medium,1
683,8.7,10,5,268,5,1,1,sales,medium,1
684,1.1,8.5,7,277,4,0,0,sales,medium,1
685,4.3,4.8,3,170,3,0,0,sales,medium,1
686,0.9,8,7,257,4,0,0,sales,medium,1
687,4,4.7,3,161,3,0,0,sales,medium,1
688,3.6,5.2,3,147,3,1,0,sales,medium,1
689,8.7,9,5,266,5,0,0,sales,high,1
690,7.5,8.8,5,249,5,0,0,sales,low,1
691,4.3,5.3,3,162,3,0,0,sales,medium,1
692,4.3,4.7,3,159,3,0,0,sales,medium,1
693,1,8.7,7,294,4,0,0,sales,medium,1
694,1.1,7.8,8,258,4,0,0,sales,medium,1
695,4.4,5.3,3,166,3,0,0,sales,low,1
696,3.9,4.8,3,148,3,0,0,sales,low,1
697,4,5.5,3,165,3,0,0,sales,low,1
698,8.6,9.5,5,251,5,0,0,accounting,low,1
699,8,9.5,4,156,5,0,0,hr,low,1
700,3.6,4.8,3,155,3,0,0,hr,low,1
701,4.2,5.7,3,169,3,0,0,hr,low,1
702,4,4.5,3,152,3,0,0,technical,low,1
703,4.6,5.3,3,139,3,0,0,technical,low,1
704,0.9,9,7,297,4,0,0,technical,low,1
705,8.8,8.9,5,285,5,0,0,technical,low,1
706,1,8.2,7,282,4,0,0,technical,low,1
707,1,9.7,7,317,4,0,0,technical,low,1
708,1.1,9.3,5,305,3,0,0,technical,low,1
709,8.4,8.8,6,247,5,0,0,technical,low,1
710,4.2,5.6,3,168,3,0,0,technical,low,1
711,1,8.6,7,276,4,1,0,technical,low,1
712,1,9.5,7,266,4,0,0,technical,medium,1
713,4.6,5.4,3,168,3,0,0,support,medium,1
714,0.9,9.7,8,278,4,0,0,support,medium,1
715,8.9,10,5,247,5,0,0,support,medium,1
716,8.2,10,5,283,6,0,0,support,medium,1
717,1.1,8.9,7,319,4,0,0,support,medium,1
718,8.1,8.4,6,268,5,0,0,support,medium,1
719,7.7,10,5,259,6,0,0,support,medium,1
720,6.3,9.4,4,189,2,0,0,support,medium,1
721,4,5.7,3,138,3,0,0,support,medium,1
722,8.6,10,5,260,6,0,0,support,medium,1
723,3.7,4.9,3,161,3,0,0,technical,high,1
724,4.4,5,3,142,3,0,0,technical,low,1
725,7.4,8.9,6,242,6,0,0,technical,medium,1
726,0.9,9.2,7,271,4,0,0,IT,medium,1
727,3.7,4.8,3,139,3,0,0,IT,medium,1
728,0.9,8.4,7,268,4,0,0,IT,low,1
729,4.5,5.6,3,153,3,0,0,product_mng,low,1
730,4,5.1,3,146,3,0,0,product_mng,low,1
731,3.1,9.5,7,245,5,0,0,product_mng,low,1
732,7,9.3,3,320,3,0,0,product_mng,low,1
733,3.6,4.8,3,162,3,0,0,IT,low,1
734,3.4,9.7,7,167,5,1,0,RandD,low,1
735,8.7,8.3,6,277,5,0,0,RandD,low,1
736,1.1,9.1,7,312,4,0,0,RandD,low,1
737,4.7,8.1,5,143,3,0,0,RandD,low,1
738,4.3,4.7,3,139,3,0,0,marketing,low,1
739,4.5,5.7,3,146,3,0,0,sales,low,1
740,5.3,9.5,7,215,4,0,0,marketing,low,1
741,4.5,5.4,3,164,3,0,0,marketing,low,1
742,8.6,8.3,5,280,5,0,0,marketing,medium,1
743,7.4,8.9,5,277,5,0,0,sales,medium,1
744,0.9,7.9,7,286,4,0,0,sales,medium,1
745,8,9.5,6,254,5,0,0,sales,medium,1
746,8.6,9.5,6,279,6,0,0,sales,medium,1
747,9,9.1,5,279,5,0,0,sales,medium,1
748,8.3,9.4,5,277,5,0,0,sales,medium,1
749,7.7,8.3,5,255,5,0,0,sales,medium,1
750,9,8.6,6,264,5,0,0,sales,high,1
751,7.3,9.2,5,283,5,0,0,sales,low,1
752,9.1,9,5,260,5,0,0,sales,medium,1
753,3.6,5.3,3,143,3,0,0,sales,medium,1
754,3.8,5.4,3,160,3,0,0,sales,medium,1
755,4.4,4.6,3,167,3,0,0,sales,medium,1
756,7.3,10,6,240,5,0,0,sales,low,1
757,8.9,9.1,6,270,5,0,0,sales,low,1
758,1,7.7,8,318,4,0,0,accounting,low,1
759,3.7,4.6,3,139,3,0,0,accounting,low,1
760,3.8,4.8,3,144,3,0,0,hr,low,1
761,4.4,4.6,3,163,3,0,0,hr,low,1
762,1.1,8.3,7,272,4,0,0,hr,low,1
763,4.3,4.7,3,140,3,0,0,technical,low,1
764,3.8,5.2,3,166,3,0,0,technical,low,1
765,1.1,8.9,7,264,4,0,0,technical,low,1
766,4.4,5.7,3,149,3,0,0,technical,low,1
767,7.2,8.2,6,279,5,0,0,technical,low,1
768,1,9.1,8,307,4,0,0,technical,low,1
769,0.9,8.2,8,277,4,0,0,technical,low,1
770,4.4,4.6,3,159,3,0,0,technical,low,1
771,1,8.7,7,316,4,0,0,support,medium,1
772,1.1,8.6,7,289,4,0,0,support,medium,1
773,4.2,4.6,3,141,3,0,0,support,medium,1
774,7.2,8.8,6,259,5,0,0,support,medium,1
775,7.5,9.7,5,255,5,0,0,support,medium,1
776,1.1,9.1,7,288,4,0,0,support,medium,1
777,3.8,4.7,3,157,3,0,0,support,medium,1
778,1,9,8,311,4,0,0,technical,medium,1
779,4.3,5.2,3,151,3,0,0,technical,medium,1
780,3.9,5.7,3,168,3,0,0,technical,high,1
781,8.8,8.7,5,245,6,0,0,management,low,1
782,1,8.5,8,271,4,0,0,IT,medium,1
783,3.7,4.7,3,159,3,0,0,IT,medium,1
784,3.7,4.8,3,170,3,0,0,IT,low,1
785,8.6,9.1,6,275,5,0,0,IT,low,1
786,8.7,8.8,6,272,6,0,0,sales,low,1
787,0.9,9.2,7,313,5,0,0,sales,low,1
788,4.2,4.6,3,142,3,0,0,sales,low,1
789,8.2,8.3,5,255,5,1,0,sales,low,1
790,4.6,4.8,3,139,3,0,0,sales,low,1
791,8.8,10,6,236,6,0,0,marketing,low,1
792,8,9.5,6,227,5,0,0,support,low,1
793,8.3,9.5,6,268,5,0,0,technical,low,1
794,3.9,5.7,3,166,3,0,0,management,low,1
795,7.7,9.2,6,265,5,0,0,marketing,low,1
796,4.3,4.6,3,139,3,0,0,marketing,low,1
797,3.9,5.5,3,162,3,1,0,sales,medium,1
798,1,8.8,8,310,4,0,0,sales,medium,1
799,4,5.1,3,166,3,0,0,sales,medium,1
800,5.7,8.5,5,229,2,1,0,sales,medium,1
801,3.6,7.3,5,286,2,0,0,sales,medium,1
802,1.1,9.4,8,312,4,0,0,sales,medium,1
803,3.5,8,7,291,2,0,0,sales,medium,1
804,1.1,9.3,8,298,4,0,0,sales,high,1
805,1,9.6,7,313,4,0,0,sales,low,1
806,7.9,8.4,6,255,5,0,0,sales,medium,1
807,4.5,4.5,3,155,3,0,0,sales,medium,1
808,0.9,9.1,7,258,4,0,0,sales,low,1
809,4.5,4.9,3,154,3,0,0,accounting,low,1
810,0.9,8,7,304,4,0,0,hr,low,1
811,7.8,7.1,5,306,3,0,0,hr,low,1
812,3.8,5,3,161,3,1,0,hr,low,1
813,8.2,8.2,5,259,5,0,0,hr,low,1
814,8.5,8.9,5,231,5,0,0,technical,low,1
815,7.7,8.9,6,253,5,0,0,technical,low,1
816,3.9,5,3,137,3,0,0,technical,low,1
817,1.1,7.7,7,274,4,0,0,technical,low,1
818,4.6,4.5,3,153,3,0,0,technical,low,1
819,4.3,4.9,3,145,3,0,0,technical,low,1
820,1.1,9.6,7,272,4,1,0,technical,low,1
821,1,9.3,7,309,4,0,0,technical,low,1
822,3.6,5.1,3,165,3,0,0,support,low,1
823,1.1,8.9,7,274,4,0,0,support,low,1
824,0.9,7.7,7,266,5,0,0,support,medium,1
825,4.4,5.1,3,139,3,0,0,support,medium,1
826,7.3,9.7,6,227,6,0,0,support,medium,1
827,2.1,5.8,8,213,5,0,0,support,medium,1
828,7.9,9.6,6,228,5,0,0,support,medium,1
829,0.9,8,7,308,4,0,0,support,medium,1
830,7.5,7.4,7,144,3,0,0,support,medium,1
831,4.4,5.5,3,146,3,0,0,technical,medium,1
832,4.2,9.7,7,269,4,0,0,management,high,1
833,4.3,5.6,3,168,3,0,0,IT,low,1
834,0.9,8.4,8,317,4,0,0,IT,medium,1
835,8.1,9.8,6,247,5,0,0,IT,medium,1
836,1,7.9,8,294,4,0,0,IT,medium,1
837,1,9.3,7,253,4,0,0,product_mng,low,1
838,0.9,7.7,7,254,4,0,0,product_mng,low,1
839,7.5,8.3,6,272,5,0,0,product_mng,low,1
840,3.8,5.5,3,144,3,0,0,IT,low,1
841,0.9,8.7,8,288,4,0,0,IT,low,1
842,7.6,9.5,5,269,5,0,0,RandD,low,1
843,4.2,5.6,3,156,3,0,0,RandD,low,1
844,7.5,10,5,253,5,0,0,RandD,low,1
845,7.5,8.9,5,238,5,0,0,support,low,1
846,0.9,8.4,7,311,4,0,0,technical,low,1
847,3.9,4.6,3,137,3,0,0,management,low,1
848,3.9,5.4,3,141,3,0,0,marketing,low,1
849,1,8.5,8,320,5,0,0,marketing,low,1
850,3.7,5.2,3,153,3,0,0,sales,medium,1
851,0.9,8.8,8,275,4,0,0,sales,medium,1
852,4.2,4.9,3,155,3,0,0,sales,medium,1
853,7.4,9,5,236,5,0,0,sales,medium,1
854,6.6,10,6,279,5,0,0,sales,medium,1
855,4.3,5.3,3,158,3,0,0,sales,medium,1
856,8.2,8.5,5,284,5,0,0,sales,low,1
857,1,7.7,7,290,4,0,0,sales,medium,1
858,1,9.3,7,298,4,0,0,sales,medium,1
859,0.9,9.4,8,257,4,0,0,sales,medium,1
860,4.1,5.4,3,148,3,0,0,accounting,low,1
861,8.8,9.2,5,235,5,0,0,accounting,low,1
862,8.5,10,5,244,5,0,0,hr,low,1
863,3.8,4.9,3,154,3,0,0,hr,low,1
864,3.9,4.7,3,152,3,0,0,technical,low,1
865,4.1,4.8,3,136,3,0,0,technical,low,1
866,8.8,9.2,5,243,6,0,0,technical,low,1
867,7.8,9.6,5,251,5,0,0,technical,low,1
868,4.5,4.8,3,148,3,0,0,technical,low,1
869,0.9,9.5,7,270,4,1,0,technical,low,1
870,4.4,5.6,3,155,3,0,0,technical,low,1
871,1.1,8.4,7,262,4,0,0,technical,low,1
872,3.6,5.1,3,153,3,0,0,technical,low,1
873,8.6,9.8,5,280,5,0,0,technical,low,1
874,1,9.2,7,295,4,0,0,technical,low,1
875,4.5,5.3,3,159,3,0,0,support,low,1
876,4.2,5.3,3,168,3,0,0,support,low,1
877,4.5,5.5,3,139,3,0,0,support,medium,1
878,3.8,5.7,3,141,3,0,0,support,medium,1
879,1.1,9.7,7,298,4,0,0,support,medium,1
880,4.5,4.6,3,152,3,0,0,support,medium,1
881,1,8.3,7,293,5,0,0,support,medium,1
882,4.4,5.4,3,149,3,0,0,support,medium,1
883,7.8,10,5,277,5,0,0,technical,medium,1
884,3.6,4.8,3,158,3,1,0,management,medium,1
885,7.5,8.8,6,280,5,0,0,IT,high,1
886,4,5.5,3,160,3,0,0,IT,medium,1
887,4.1,5.2,3,137,3,0,0,IT,medium,1
888,4.2,5.7,3,144,3,0,0,product_mng,medium,1
889,8.7,8.1,6,314,5,0,0,product_mng,low,1
890,4.3,5.6,7,159,4,0,0,product_mng,low,1
891,3.9,5.1,3,149,3,0,0,IT,low,1
892,1,9,7,282,5,0,0,RandD,low,1
893,4.1,5.2,3,142,3,0,0,RandD,low,1
894,7.2,10,3,250,2,0,0,RandD,low,1
895,3.8,5,3,149,3,0,0,RandD,low,1
896,8.9,8.9,6,272,5,0,0,accounting,low,1
897,1,9.7,8,294,4,0,0,support,low,1
898,4.6,4.8,3,171,3,0,0,technical,low,1
899,0.9,7.8,8,300,4,0,0,management,low,1
900,8.9,9.8,5,252,6,0,0,marketing,low,1
901,6.2,7.7,6,237,4,0,0,marketing,low,1
902,1.1,9.3,7,286,4,0,0,sales,low,1
903,0.9,9.4,7,276,4,0,0,sales,medium,1
904,5.6,7.5,6,246,2,0,0,sales,medium,1
905,7.7,8.9,5,280,5,0,0,sales,medium,1
906,3.9,4.9,3,156,3,0,0,sales,medium,1
907,1,9.2,6,282,4,0,0,sales,medium,1
908,7.2,8.5,6,256,5,0,0,sales,medium,1
909,4,5.2,3,146,3,0,0,sales,medium,1
910,1.1,8.1,7,270,4,0,0,sales,medium,1
911,4,5.2,3,153,3,0,0,sales,medium,1
912,1,8.6,7,316,4,0,0,sales,high,1
913,6.2,8.9,4,141,4,0,0,sales,low,1
914,7.8,8.6,5,259,5,0,0,sales,medium,1
915,7.6,8.2,5,264,5,1,0,sales,medium,1
916,4.2,5.3,3,141,3,0,0,accounting,medium,1
917,1,7.7,7,282,4,0,0,accounting,low,1
918,4.2,4.7,3,167,3,0,0,accounting,low,1
919,0.9,8.6,7,307,4,0,0,hr,low,1
920,1,8,7,258,4,0,0,technical,low,1
921,4.4,5.3,3,157,3,0,0,technical,low,1
922,8.7,9,4,317,5,0,0,technical,low,1
923,4.4,4.6,3,164,3,0,0,technical,low,1
924,4.1,5.6,3,153,3,0,0,technical,low,1
925,5.1,7.9,5,144,3,0,0,technical,low,1
926,9,9.4,6,257,5,0,0,technical,low,1
927,3.6,5.5,3,141,3,0,0,technical,low,1
928,3.8,10,6,147,4,0,0,support,low,1
929,7.3,9.5,5,233,6,0,0,support,low,1
930,1,9.6,7,302,4,0,0,support,medium,1
931,8.7,8.5,6,231,6,0,0,support,medium,1
932,8.4,8.9,5,255,5,1,0,support,medium,1
933,7.9,9.7,5,253,5,0,0,support,medium,1
934,1,9.2,8,283,4,0,0,technical,medium,1
935,8.3,9.5,6,231,5,0,0,technical,medium,1
936,2.9,4.8,3,259,4,0,0,IT,medium,1
937,4.6,4.6,3,155,3,0,0,IT,high,1
938,1.1,8.3,7,272,5,0,0,IT,low,1
939,7.5,8.9,6,282,5,0,0,IT,medium,1
940,4,5,3,139,3,0,0,IT,medium,1
941,4.1,5.2,3,157,3,0,0,product_mng,medium,1
942,4.1,5.2,3,142,3,0,0,RandD,low,1
943,7.4,9.9,6,273,5,0,0,RandD,low,1
944,4.2,4.6,3,153,3,0,0,RandD,low,1
945,8.8,8.8,5,275,5,0,0,RandD,low,1
946,3.7,5.3,3,157,3,0,0,RandD,low,1
947,4.6,5,3,151,3,0,0,sales,low,1
948,8,8.7,6,250,6,0,0,technical,low,1
949,8.7,9.2,5,263,6,0,0,marketing,low,1
950,9,8.4,6,231,5,0,0,marketing,low,1
951,4.3,4.6,3,155,3,0,0,sales,low,1
952,1.1,9.1,7,289,4,0,0,sales,low,1
953,4,4.6,3,156,3,0,0,sales,low,1
954,0.9,9.3,8,280,4,0,0,sales,medium,1
955,4,5,3,145,3,0,0,sales,medium,1
956,1.4,7,6,246,3,0,0,sales,medium,1
957,4,4.9,3,161,3,0,0,sales,medium,1
958,1.1,7.9,7,254,4,1,0,sales,medium,1
959,3.9,5.7,3,167,3,0,0,sales,medium,1
960,8.2,9.3,5,256,5,0,0,sales,medium,1
961,4.1,5.2,3,152,3,0,0,sales,medium,1
962,4.5,5.1,3,166,3,0,0,sales,medium,1
963,2,7,7,291,5,0,0,sales,medium,1
964,4.3,5.3,3,156,3,0,0,sales,medium,1
965,3.9,5.5,3,166,3,0,0,sales,high,1
966,4.5,4.7,3,146,3,0,0,sales,medium,1
967,1.1,8.7,7,282,4,0,0,sales,medium,1
968,8.6,9.6,6,255,6,0,0,accounting,medium,1
969,3.9,5.3,3,146,3,0,0,hr,low,1
970,9.2,9.4,5,229,5,0,0,technical,low,1
971,9,9.8,6,281,5,0,0,technical,low,1
972,3.2,6,3,290,4,0,0,technical,low,1
973,8.3,9.8,5,264,5,0,0,technical,low,1
974,2,9,7,148,3,0,0,technical,low,1
975,1.1,8.5,7,305,4,0,0,technical,low,1
976,1.1,9.6,7,311,5,0,0,technical,low,1
977,1,9.5,8,306,4,0,0,technical,low,1
978,7.5,8.7,6,256,5,0,0,technical,low,1
979,8.6,9.3,6,251,5,1,0,support,low,1
980,3.9,4.9,3,156,3,0,0,support,low,1
981,4.5,4.8,3,159,3,0,0,support,low,1
982,3.6,5.5,3,148,3,0,0,support,medium,1
983,5.7,6.1,5,168,5,0,0,support,medium,1
984,4.3,5.2,3,166,3,0,0,support,medium,1
985,9.1,9.9,6,275,5,1,0,technical,medium,1
986,4.3,4.5,3,156,3,0,0,IT,medium,1
987,4.3,5.7,3,152,3,0,0,IT,medium,1
988,1,8.9,8,295,4,0,0,IT,low,1
989,8.2,9.3,5,258,5,0,0,product_mng,medium,1
990,1.1,8.8,8,315,4,0,0,product_mng,low,1
991,4.1,4.8,3,151,3,0,0,IT,low,1
992,7.3,8.7,6,262,5,0,0,RandD,low,1
993,3.7,5.7,3,167,3,0,0,RandD,low,1
994,1.1,8.9,7,260,4,0,0,RandD,low,1
995,4.1,5,3,159,3,0,0,RandD,low,1
996,7.8,7.8,5,270,5,0,0,RandD,low,1
997,7.8,8.6,6,270,6,0,0,marketing,low,1
998,6.3,8.3,7,252,5,0,0,accounting,low,1
999,5.5,10,7,146,3,0,0,support,low,1
1000,4.5,5.5,3,165,3,0,0,technical,low,1
1001,3.9,5.1,3,165,3,0,0,management,low,1
1002,1,8.1,7,258,4,0,0,marketing,low,1
1003,7.8,4.5,5,138,2,0,0,sales,low,1
1004,4.2,5.3,3,152,3,0,0,sales,low,1
1005,4.6,5.7,3,155,3,0,0,sales,low,1
1006,4.5,4.7,3,156,3,0,0,sales,medium,1
1007,1,8.9,8,282,4,0,0,sales,medium,1
1008,4,6.5,3,306,5,0,0,sales,medium,1
1009,4.5,5.1,3,165,3,1,0,sales,medium,1
1010,3.9,5.6,3,140,3,0,0,sales,medium,1
1011,4.3,4.8,3,167,3,0,0,sales,medium,1
1012,0.9,9.6,7,255,4,0,0,sales,medium,1
1013,3.8,4.6,3,165,3,0,0,sales,low,1
1014,3.6,5.6,3,169,3,0,0,sales,medium,1
1015,3.9,5.7,3,152,3,0,0,accounting,medium,1
1016,0.9,7.7,7,320,4,0,0,hr,low,1
1017,1.1,8.7,7,264,4,0,0,hr,low,1
1018,4.4,5.6,3,152,3,0,0,hr,low,1
1019,1.1,8.8,8,263,4,0,0,hr,low,1
1020,1.1,9.7,7,270,4,0,0,technical,low,1
1021,1,9.6,8,298,4,0,0,technical,low,1
1022,4,4.6,3,170,3,0,0,technical,low,1
1023,3.8,5.5,3,140,3,0,0,technical,low,1
1024,3.9,5.6,3,143,3,0,0,technical,low,1
1025,3.8,5.5,3,170,3,0,0,technical,low,1
1026,3.8,4.5,3,161,3,0,0,technical,low,1
1027,1.7,7.5,4,198,4,0,0,technical,low,1
1028,7.9,8.4,6,257,5,0,0,technical,low,1
1029,1,8.5,8,269,4,0,0,technical,low,1
1030,4.2,4.9,3,162,3,0,0,support,low,1
1031,4.4,4.8,3,138,3,0,0,support,low,1
1032,1.1,8.3,7,263,4,0,0,support,low,1
